group,element,private_creator,vr,vm,keyword,name,description,retired,vendors,sources
0029,xx50,SIEMENS SYNGO RWVM,LO,1,RWVMVersion,RWVM Version,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p118|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p159|DCS_MR_XA50.pdf#p130|DCS_MR_XA50M_Mica.pdf#p131|DCS_MR_XA50M_Sempra-Amira.pdf#p131
0029,xx10,SIEMENS SYNGO SEGMENTATION,CS,1,SegmentationInverted,Segmentation Inverted,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p118|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p159|DCS_MR_XA50.pdf#p130|DCS_MR_XA50M_Mica.pdf#p131|DCS_MR_XA50M_Sempra-Amira.pdf#p131
0029,xx11,SIEMENS SYNGO SEGMENTATION,CS,1,SegmentationUneditableByUser,Segmentation Uneditable by User,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p118|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p159|DCS_MR_XA50.pdf#p130|DCS_MR_XA50M_Mica.pdf#p131|DCS_MR_XA50M_Sempra-Amira.pdf#p131
0029,xx12,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,SQ,0-1,SurfaceMeshPrivateData,Surface Mesh Private Data,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p118|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p159
0029,xx13,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,CS,1,SurfaceMeshPrivateDataTaskName,Surface Mesh Private Data Task name,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p118|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p159
0029,xx14,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,LO,1,SurfaceMeshPrivateDataVersionNumber,Surface Mesh Private Data Version Number,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p118|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p159
0029,xx15,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,SQ,0- N,SurfaceMeshImagePlaneSequence,Surface Mesh ImagePlane Sequence,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p118|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p159
0029,xx16,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,LO,1,ImagePlaneSequenceIdentifier,ImagePlane Sequence Identifier,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p118|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p159
0029,xx17,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,SQ,0-1,ImagePlaneSequenceIdentificationCodeSequence,ImagePlane Sequence Identification Code Sequence,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx18,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,SH,1,ImagePlaneSequenceIdentificationCodeValue,ImagePlane Sequence Identification Code Value,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx19,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,SH,1,ImagePlaneSequenceIdentificationCodingSchemeDesignator,ImagePlane Sequence Identification Coding Scheme Designator,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx20,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,LO,1,ImagePlaneSequenceIdentificationCodeMeaning,ImagePlane Sequence Identification Code Meaning,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx21,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,SQ,1,SurfaceMeshImagePlane,Surface Mesh ImagePlane,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx22,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,FL,9,ImagePlane,ImagePlane,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx23,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,CS,0-1,ImagePlaneType,ImagePlane Type,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx24,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,LO,0-1,ImagePlaneDescription,ImagePlane Description,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx25,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,SQ,0- N,SurfaceMeshPointListSequence,Surface Mesh Point List Sequence,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx26,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,LO,1,PointListIdentifier,Point List Identifier,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx27,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,SQ,0-1,PointListIdentificationCodeSequence,Point List Identification Code Sequence,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p121|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx28,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,SH,1,PointListIdentificationCodeValue,Point List Identification Code Value,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx29,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,SH,1,PointListIdentificationCodingSchemeDesignator,Point List Identification Coding Scheme Designator,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx30,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,LO,1,PointListIdentificationCodeMeaning,Point List Identification Code Meaning,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx31,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,LO,0-1,PointListDescription,Point List Description,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0029,xx32,SIEMENS SYNGO SEGMENTATION DICOM MESH PRIVATEDATA,FL,1- N,PointList,Point List,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p116|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160
0031,xx10,SIEMENS SYNGO SOP CLASS PACKING,SQ,1,SOPClassPackingSequence,SOP Class Packing Sequence,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx20,SIEMENS SYNGO SOP CLASS PACKING,CS,1,PackingVersion,Packing Version,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|DCS_MR_XA50.pdf#p131|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p132|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx21,SIEMENS SYNGO SOP CLASS PACKING,CS,1,PackingOriginator,Packing Originator,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|DCS_MR_XA50.pdf#p131|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p132|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx30,SIEMENS SYNGO SOP CLASS PACKING,UI,1,OriginalSOPClassUID,Original SOP Class UID,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|DCS_MR_XA50.pdf#p131|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p132|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx31,SIEMENS SYNGO SOP CLASS PACKING,UI,1,OriginalStudyInstanceUID,Original Study Instance UID,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|DCS_MR_XA50.pdf#p131|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p132|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx32,SIEMENS SYNGO SOP CLASS PACKING,UI,1,OriginalSeriesInstanceUID,Original Series Instance UID,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|DCS_MR_XA50.pdf#p131|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p132|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx33,SIEMENS SYNGO SOP CLASS PACKING,UI,1,OriginalSOPInstanceUID,Original SOP Instance UID,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|DCS_MR_XA50.pdf#p131|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p132|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx34,SIEMENS SYNGO SOP CLASS PACKING,UI,1,OriginalTransferSyntaxUID,Original Transfer Syntax UID,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx40,SIEMENS SYNGO SOP CLASS PACKING,AT,1-n,AttributesToSetToZeroLength,Attributes to Set to zero-length,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx41,SIEMENS SYNGO SOP CLASS PACKING,AT,1-n,AttributesToRemove,Attributes to Remove,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx50,SIEMENS SYNGO SOP CLASS PACKING,US,1,OriginalRows,Original Rows,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx51,SIEMENS SYNGO SOP CLASS PACKING,US,1,OriginalColumns,Original Columns,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p161|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx58,SIEMENS SYNGO SOP CLASS PACKING,CS,2-n,OriginalImageType,Original Image Type,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p161|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx60,SIEMENS SYNGO SOP CLASS PACKING,CS,1,OriginalModality,Original Modality,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p161|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx70,SIEMENS SYNGO SOP CLASS PACKING,SQ,1,SequenceOfOriginalStreamChunks,Sequence of original stream chunks,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p161|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx71,SIEMENS SYNGO SOP CLASS PACKING,AT,1,StartTagOfAStreamChunk,Start tag of a stream chunk,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p161|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx72,SIEMENS SYNGO SOP CLASS PACKING,AT,1,EndTagOfAStreamChunk,End tag of a stream chunk,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p161|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx73,SIEMENS SYNGO SOP CLASS PACKING,CS,1,StreamChunkIsAPAYLOAD,Stream chunk is a PAYLOAD,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p161|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0031,xx80,SIEMENS SYNGO SOP CLASS PACKING,OB,1,StreamChunk,Stream chunk,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p119|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p160|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p161|DCS_MR_XA50.pdf#p132|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0029,xx01,SIEMENS SYNGO TIME POINT SERVICE,LO,1,TimePointID,Time Point ID,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p161|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133|rtt_pt_dcs-00074336_1800000000074336.pdf#p59|rtt_pt_va11a_dcs-00074342_1800000000074342.pdf#p59|rtt_pt_va11b_dcs-00074348_1800000000074348.pdf#p59|rtt_pt_va12a_dcs-00449293_1800000000449293.pdf#p55|t11-100.640.50.02.02-00075434.pdf#p91|t11-100.640.50.04.02-00074351.pdf#p91
0029,xx02,SIEMENS SYNGO TIME POINT SERVICE,LO,1,TimePointInformation,Time Point Information,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p161|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0029,xx50,SIEMENS SYNGO TIME POINT SERVICE,SQ,1,StudiesInTimePointSequence,Studies in Time Point Sequence,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120|CT_Somaris10_VB10A_DICOM_Conformance_Statement.pdf#p161|DCS_MR_XA50M_Mica.pdf#p133|DCS_MR_XA50M_Sempra-Amira.pdf#p133
0029,xx01,SIEMENS SYNGO TIME POINT TIME POINT ID LO 1 SERVICE,LO,1,0029SIEMENSSYNGOTIMEPOINTTimePointInformation,"(0029,SIEMENS SYNGO TIME POINT Time Point Information",,N,siemens,DCS_MR_XA50.pdf#p132
7FD1,xx01,SIEMENS SYNGO ULTRA-SOUND TOYON DATA STREAMING,OB,1,Padding,Padding,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120
7FD1,xx09,SIEMENS SYNGO ULTRA-SOUND TOYON DATA STREAMING,OB,1,VersionID,Version ID,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120
7FD1,xx10,SIEMENS SYNGO ULTRA-SOUND TOYON DATA STREAMING,LO,1,Payload,Payload,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p122|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120
7FD1,xx11,SIEMENS SYNGO ULTRA-SOUND TOYON DATA STREAMING,LO,1,AfterPayload,After Payload,,N,siemens,CT_Somaris10_VA40A_CN_DICOM_Conformance_Statement.pdf#p117|CT_Somaris10_VA40A_DICOM_Conformance_Statement.pdf#p123|CT_Somaris10_VA50A_DICOM_Conformance_Statement.pdf#p120
7FD1,xx01,SIEMENS SYNGO ULTRA-SOUND TOYON PADDING OB 1 DATA STREAMING,OB,1,7FD1SIEMENSSYNGOULTRASOUNDTOYONVersionID,"(7FD1,SIEMENS SYNGO ULTRA-SOUND TOYON Version ID",,N,siemens,DCS_MR_XA50.pdf#p133
7FD1,xx10,SIEMENS SYNGO ULTRA-SOUND TOYON PAYLOAD LO 1 DATA STREAMING,LO,1,7FD1SIEMENSSYNGOULTRASOUNDTOYONAfterPayload,"(7FD1,SIEMENS SYNGO ULTRA-SOUND TOYON After Payload",,N,siemens,DCS_MR_XA50.pdf#p133
