group,element,private_creator,vr,vm,keyword,name,description,retired,vendors,sources
0080,0012,,SQ,1,ReferencedTextureSequence,Referenced Texture Sequence,,N,standard,PS3.6
0080,0013,,SQ,1,ReferencedSurfaceDataSequence,Referenced Surface Data Sequence,,N,standard,PS3.6
0082,0001,,CS,1,AssessmentSummary,Assessment Summary,,N,standard,PS3.6
0082,0003,,UT,1,AssessmentSummaryDescription,Assessment Summary Description,,N,standard,PS3.6
0082,0004,,SQ,1,AssessedSOPInstanceSequence,Assessed SOP Instance Sequence,,N,standard,PS3.6
0082,0005,,SQ,1,ReferencedComparisonSOPInstanceSequence,Referenced Comparison SOP Instance Sequence,,N,standard,PS3.6
0082,0006,,UL,1,NumberOfAssessmentObservations,Number of Assessment Observations,,N,standard,PS3.6
0082,0007,,SQ,1,AssessmentObservationsSequence,Assessment Observations Sequence,,N,standard,PS3.6
0082,0008,,CS,1,ObservationSignificance,Observation Significance,,N,standard,PS3.6
0082,000A,,UT,1,ObservationDescription,Observation Description,,N,standard,PS3.6
0082,000C,,SQ,1,StructuredConstraintObservationSequence,Structured Constraint Observation Sequence,,N,standard,PS3.6
0082,0010,,SQ,1,AssessedAttributeValueSequence,Assessed Attribute Value Sequence,,N,standard,PS3.6
0082,0016,,LO,1,AssessmentSetID,Assessment Set ID,,N,standard,PS3.6
0082,0017,,SQ,1,AssessmentRequesterSequence,Assessment Requester Sequence,,N,standard,PS3.6
0082,0018,,LO,1,SelectorAttributeName,Selector Attribute Name,,N,standard,PS3.6
0082,0019,,LO,1,SelectorAttributeKeyword,Selector Attribute Keyword,,N,standard,PS3.6
0082,0021,,SQ,1,AssessmentTypeCodeSequence,Assessment Type Code Sequence,,N,standard,PS3.6
0082,0022,,SQ,1,ObservationBasisCodeSequence,Observation Basis Code Sequence,,N,standard,PS3.6
0082,0023,,LO,1,AssessmentLabel,Assessment Label,,N,standard,PS3.6
0082,0032,,CS,1,ConstraintType,Constraint Type,,N,standard,PS3.6
0082,0033,,UT,1,SpecificationSelectionGuidance,Specification Selection Guidance,,N,standard,PS3.6
0082,0034,,SQ,1,ConstraintValueSequence,Constraint Value Sequence,,N,standard,PS3.6
0082,0035,,SQ,1,RecommendedDefaultValueSequence,Recommended Default Value Sequence,,N,standard,PS3.6
0082,0036,,CS,1,ConstraintViolationSignificance,Constraint Violation Significance,,N,standard,PS3.6
0082,0037,,UT,1,ConstraintViolationCondition,Constraint Violation Condition,,N,standard,PS3.6
0082,0038,,CS,1,ModifiableConstraintFlag,Modifiable Constraint Flag,,N,standard,PS3.6
0088,0130,,SH,1,StorageMediaFileSetID,Storage Media File-set ID,,N,standard,PS3.6
0088,0140,,UI,1,StorageMediaFileSetUID,Storage Media File-set UID,,N,standard,PS3.6
0088,0200,,SQ,1,IconImageSequence,Icon Image Sequence,,N,standard,PS3.6
0088,0904,,LO,1,TopicTitle,Topic Title,,Y,standard,PS3.6
0088,0906,,ST,1,TopicSubject,Topic Subject,,Y,standard,PS3.6
0088,0910,,LO,1,TopicAuthor,Topic Author,,Y,standard,PS3.6
0088,0912,,LO,1-32,TopicKeywords,Topic Keywords,,Y,standard,PS3.6
0100,0410,,CS,1,SOPInstanceStatus,SOP Instance Status,,N,standard,PS3.6
0100,0420,,DT,1,SOPAuthorizationDateTime,SOP Authorization DateTime,,N,standard,PS3.6
0100,0424,,LT,1,SOPAuthorizationComment,SOP Authorization Comment,,N,standard,PS3.6
0100,0426,,LO,1,AuthorizationEquipmentCertificationNumber,Authorization Equipment Certification Number,,N,standard,PS3.6
0400,0005,,US,1,MACIDNumber,MAC ID Number,,N,standard,PS3.6
0400,0010,,UI,1,MACCalculationTransferSyntaxUID,MAC Calculation Transfer Syntax UID,,N,standard,PS3.6
0400,0015,,CS,1,MACAlgorithm,MAC Algorithm,,N,standard,PS3.6
0400,0020,,AT,1-n,DataElementsSigned,Data Elements Signed,,N,standard,PS3.6
0400,0100,,UI,1,DigitalSignatureUID,Digital Signature UID,,N,standard,PS3.6
0400,0105,,DT,1,DigitalSignatureDateTime,Digital Signature DateTime,,N,standard,PS3.6
0400,0110,,CS,1,CertificateType,Certificate Type,,N,standard,PS3.6
0400,0115,,OB,1,CertificateOfSigner,Certificate of Signer,,N,standard,PS3.6
0400,0120,,OB,1,Signature,Signature,,N,standard,PS3.6
0400,0305,,CS,1,CertifiedTimestampType,Certified Timestamp Type,,N,standard,PS3.6
0400,0310,,OB,1,CertifiedTimestamp,Certified Timestamp,,N,standard,PS3.6
0400,0315,,FL,1,,,,Y,standard,PS3.6
0400,0401,,SQ,1,DigitalSignaturePurposeCodeSequence,Digital Signature Purpose Code Sequence,,N,standard,PS3.6
0400,0402,,SQ,1,ReferencedDigitalSignatureSequence,Referenced Digital Signature Sequence,,N,standard,PS3.6
0400,0403,,SQ,1,ReferencedSOPInstanceMACSequence,Referenced SOP Instance MAC Sequence,,N,standard,PS3.6
0400,0404,,OB,1,MAC,MAC,,N,standard,PS3.6
0400,0500,,SQ,1,EncryptedAttributesSequence,Encrypted Attributes Sequence,,N,standard,PS3.6
0400,0510,,UI,1,EncryptedContentTransferSyntaxUID,Encrypted Content Transfer Syntax UID,,N,standard,PS3.6
0400,0520,,OB,1,EncryptedContent,Encrypted Content,,N,standard,PS3.6
0400,0550,,SQ,1,ModifiedAttributesSequence,Modified Attributes Sequence,,N,standard,PS3.6
0400,0551,,SQ,1,NonconformingModifiedAttributesSequence,Nonconforming Modified Attributes Sequence,,N,standard,PS3.6
0400,0552,,OB,1,NonconformingDataElementValue,Nonconforming Data Element Value,,N,standard,PS3.6
0400,0561,,SQ,1,OriginalAttributesSequence,Original Attributes Sequence,,N,standard,PS3.6
0400,0562,,DT,1,AttributeModificationDateTime,Attribute Modification DateTime,,N,standard,PS3.6
0400,0563,,LO,1,ModifyingSystem,Modifying System,,N,standard,PS3.6
0400,0564,,LO,1,SourceOfPreviousValues,Source of Previous Values,,N,standard,PS3.6
0400,0565,,CS,1,ReasonForTheAttributeModification,Reason for the Attribute Modification,,N,standard,PS3.6
0400,0600,,CS,1,InstanceOriginStatus,Instance Origin Status,,N,standard,PS3.6
2000,0010,,IS,1,NumberOfCopies,Number of Copies,,N,standard,PS3.6
2000,001E,,SQ,1,PrinterConfigurationSequence,Printer Configuration Sequence,,N,standard,PS3.6
2000,0020,,CS,1,PrintPriority,Print Priority,,N,standard,PS3.6
2000,0030,,CS,1,MediumType,Medium Type,,N,standard,PS3.6
2000,0040,,CS,1,FilmDestination,Film Destination,,N,standard,PS3.6
2000,0050,,LO,1,FilmSessionLabel,Film Session Label,,N,standard,PS3.6
2000,0060,,IS,1,MemoryAllocation,Memory Allocation,,N,standard,PS3.6
2000,0061,,IS,1,MaximumMemoryAllocation,Maximum Memory Allocation,,N,standard,PS3.6
2000,0062,,CS,1,ColorImagePrintingFlag,Color Image Printing Flag,,Y,standard,PS3.6
2000,0063,,CS,1,CollationFlag,Collation Flag,,Y,standard,PS3.6
2000,0065,,CS,1,AnnotationFlag,Annotation Flag,,Y,standard,PS3.6
2000,0067,,CS,1,ImageOverlayFlag,Image Overlay Flag,,Y,standard,PS3.6
2000,0069,,CS,1,PresentationLUTFlag,Presentation LUT Flag,,Y,standard,PS3.6
2000,006A,,CS,1,ImageBoxPresentationLUTFlag,Image Box Presentation LUT Flag,,Y,standard,PS3.6
2000,00A0,,US,1,MemoryBitDepth,Memory Bit Depth,,N,standard,PS3.6
2000,00A1,,US,1,PrintingBitDepth,Printing Bit Depth,,N,standard,PS3.6
2000,00A2,,SQ,1,MediaInstalledSequence,Media Installed Sequence,,N,standard,PS3.6
2000,00A4,,SQ,1,OtherMediaAvailableSequence,Other Media Available Sequence,,N,standard,PS3.6
2000,00A8,,SQ,1,SupportedImageDisplayFormatsSequence,Supported Image Display Formats Sequence,,N,standard,PS3.6
2000,0500,,SQ,1,ReferencedFilmBoxSequence,Referenced Film Box Sequence,,N,standard,PS3.6
2000,0510,,SQ,1,ReferencedStoredPrintSequence,Referenced Stored Print Sequence,,Y,standard,PS3.6
2001,xx22,,UN,1,WaterFatShift,Water-Fat Shift,,N,philips,philips_mr_Intera_R75_R81_and_R91_May_2002_4b87f903bc49456dae5cae450112fd69.pdf#p28
2010,0010,,ST,1,ImageDisplayFormat,Image Display Format,,N,standard,PS3.6
2010,0030,,CS,1,AnnotationDisplayFormatID,Annotation Display Format ID,,N,standard,PS3.6
2010,0040,,CS,1,FilmOrientation,Film Orientation,,N,standard,PS3.6
2010,0050,,CS,1,FilmSizeID,Film Size ID,,N,standard,PS3.6
2010,0052,,CS,1,PrinterResolutionID,Printer Resolution ID,,N,standard,PS3.6
2010,0054,,CS,1,DefaultPrinterResolutionID,Default Printer Resolution ID,,N,standard,PS3.6
2010,0060,,CS,1,MagnificationType,Magnification Type,,N,standard,PS3.6
2010,0080,,CS,1,SmoothingType,Smoothing Type,,N,standard,PS3.6
2010,00A6,,CS,1,DefaultMagnificationType,Default Magnification Type,,N,standard,PS3.6
2010,00A7,,CS,1-n,OtherMagnificationTypesAvailable,Other Magnification Types Available,,N,standard,PS3.6
2010,00A8,,CS,1,DefaultSmoothingType,Default Smoothing Type,,N,standard,PS3.6
2010,00A9,,CS,1-n,OtherSmoothingTypesAvailable,Other Smoothing Types Available,,N,standard,PS3.6
2010,0100,,CS,1,BorderDensity,Border Density,,N,standard,PS3.6
2010,0110,,CS,1,EmptyImageDensity,Empty Image Density,,N,standard,PS3.6
2010,0120,,US,1,MinDensity,Min Density,,N,standard,PS3.6
2010,0130,,US,1,MaxDensity,Max Density,,N,standard,PS3.6
2010,0140,,CS,1,Trim,Trim,,N,standard,PS3.6
2010,0150,,ST,1,ConfigurationInformation,Configuration Information,,N,standard,PS3.6
2010,0152,,LT,1,ConfigurationInformationDescription,Configuration Information Description,,N,standard,PS3.6
2010,0154,,IS,1,MaximumCollatedFilms,Maximum Collated Films,,N,standard,PS3.6
2010,015E,,US,1,Illumination,Illumination,,N,standard,PS3.6
2010,0160,,US,1,ReflectedAmbientLight,Reflected Ambient Light,,N,standard,PS3.6
2010,0376,,DS,2,PrinterPixelSpacing,Printer Pixel Spacing,,N,standard,PS3.6
2010,0500,,SQ,1,ReferencedFilmSessionSequence,Referenced Film Session Sequence,,N,standard,PS3.6
2010,0510,,SQ,1,ReferencedImageBoxSequence,Referenced Image Box Sequence,,N,standard,PS3.6
2010,0520,,SQ,1,ReferencedBasicAnnotationBoxSequence,Referenced Basic Annotation Box Sequence,,N,standard,PS3.6
2020,0010,,US,1,ImageBoxPosition,Image Box Position,,N,standard,PS3.6
2020,0020,,CS,1,Polarity,Polarity,,N,standard,PS3.6
2020,0030,,DS,1,RequestedImageSize,Requested Image Size,,N,standard,PS3.6
2020,0040,,CS,1,RequestedDecimateCropBehavior,Requested Decimate/Crop Behavior,,N,standard,PS3.6
2020,0050,,CS,1,RequestedResolutionID,Requested Resolution ID,,N,standard,PS3.6
2020,00A0,,CS,1,RequestedImageSizeFlag,Requested Image Size Flag,,N,standard,PS3.6
2020,00A2,,CS,1,DecimateCropResult,Decimate/Crop Result,,N,standard,PS3.6
2020,0110,,SQ,1,BasicGrayscaleImageSequence,Basic Grayscale Image Sequence,,N,standard,PS3.6
2020,0111,,SQ,1,BasicColorImageSequence,Basic Color Image Sequence,,N,standard,PS3.6
2020,0130,,SQ,1,ReferencedImageOverlayBoxSequence,Referenced Image Overlay Box Sequence,,Y,standard,PS3.6
2020,0140,,SQ,1,ReferencedVOILUTBoxSequence,Referenced VOI LUT Box Sequence,,Y,standard,PS3.6
2030,0010,,US,1,AnnotationPosition,Annotation Position,,N,standard,PS3.6
2030,0020,,LO,1,TextString,Text String,,N,standard,PS3.6
2040,0010,,SQ,1,ReferencedOverlayPlaneSequence,Referenced Overlay Plane Sequence,,Y,standard,PS3.6
2040,0011,,US,1-99,ReferencedOverlayPlaneGroups,Referenced Overlay Plane Groups,,Y,standard,PS3.6
2040,0020,,SQ,1,OverlayPixelDataSequence,Overlay Pixel Data Sequence,,Y,standard,PS3.6
2040,0060,,CS,1,OverlayMagnificationType,Overlay Magnification Type,,Y,standard,PS3.6
2040,0070,,CS,1,OverlaySmoothingType,Overlay Smoothing Type,,Y,standard,PS3.6
2040,0072,,CS,1,OverlayOrImageMagnification,Overlay or Image Magnification,,Y,standard,PS3.6
2040,0074,,US,1,MagnifyToNumberOfColumns,Magnify to Number of Columns,,Y,standard,PS3.6
2040,0080,,CS,1,OverlayForegroundDensity,Overlay Foreground Density,,Y,standard,PS3.6
2040,0082,,CS,1,OverlayBackgroundDensity,Overlay Background Density,,Y,standard,PS3.6
2040,0090,,CS,1,OverlayMode,Overlay Mode,,Y,standard,PS3.6
2040,0100,,CS,1,ThresholdDensity,Threshold Density,,Y,standard,PS3.6
2040,0500,,SQ,1,ReferencedImageBoxSequenceRetired,Referenced Image Box Sequence (Retired),,Y,standard,PS3.6
2050,0010,,SQ,1,PresentationLUTSequence,Presentation LUT Sequence,,N,standard,PS3.6
2050,0020,,CS,1,PresentationLUTShape,Presentation LUT Shape,,N,standard,PS3.6
2050,0500,,SQ,1,ReferencedPresentationLUTSequence,Referenced Presentation LUT Sequence,,N,standard,PS3.6
2100,0010,,SH,1,PrintJobID,Print Job ID,,Y,standard,PS3.6
2100,0020,,CS,1,ExecutionStatus,Execution Status,,N,standard,PS3.6
2100,0030,,CS,1,ExecutionStatusInfo,Execution Status Info,,N,standard,PS3.6
2100,0040,,DA,1,CreationDate,Creation Date,,N,standard,PS3.6
2100,0050,,TM,1,CreationTime,Creation Time,,N,standard,PS3.6
2100,0070,,AE,1,Originator,Originator,,N,standard,PS3.6
2100,0140,,AE,1,DestinationAE,Destination AE,,N,standard,PS3.6
2100,0160,,SH,1,OwnerID,Owner ID,,N,standard,PS3.6
2100,0170,,IS,1,NumberOfFilms,Number of Films,,N,standard,PS3.6
2100,0500,,SQ,1,ReferencedPrintJobSequencePullStoredPrint,Referenced Print Job Sequence (Pull Stored Print),,Y,standard,PS3.6
2110,0010,,CS,1,PrinterStatus,Printer Status,,N,standard,PS3.6
2110,0020,,CS,1,PrinterStatusInfo,Printer Status Info,,N,standard,PS3.6
2110,0030,,LO,1,PrinterName,Printer Name,,N,standard,PS3.6
2110,0099,,SH,1,PrintQueueID,Print Queue ID,,Y,standard,PS3.6
2120,0010,,CS,1,QueueStatus,Queue Status,,Y,standard,PS3.6
2120,0050,,SQ,1,PrintJobDescriptionSequence,Print Job Description Sequence,,Y,standard,PS3.6
2120,0070,,SQ,1,ReferencedPrintJobSequence,Referenced Print Job Sequence,,Y,standard,PS3.6
2130,0010,,SQ,1,PrintManagementCapabilitiesSequence,Print Management Capabilities Sequence,,Y,standard,PS3.6
2130,0015,,SQ,1,PrinterCharacteristicsSequence,Printer Characteristics Sequence,,Y,standard,PS3.6
2130,0030,,SQ,1,FilmBoxContentSequence,Film Box Content Sequence,,Y,standard,PS3.6
2130,0040,,SQ,1,ImageBoxContentSequence,Image Box Content Sequence,,Y,standard,PS3.6
2130,0050,,SQ,1,AnnotationContentSequence,Annotation Content Sequence,,Y,standard,PS3.6
2130,0060,,SQ,1,ImageOverlayBoxContentSequence,Image Overlay Box Content Sequence,,Y,standard,PS3.6
2130,0080,,SQ,1,PresentationLUTContentSequence,Presentation LUT Content Sequence,,Y,standard,PS3.6
2130,00A0,,SQ,1,ProposedStudySequence,Proposed Study Sequence,,N,standard,PS3.6
2130,00C0,,SQ,1,OriginalImageSequence,Original Image Sequence,,N,standard,PS3.6
2200,0001,,CS,1,LabelUsingInformationExtractedFromInstances,Label Using Information Extracted From Instances,,N,standard,PS3.6
2200,0002,,UT,1,LabelText,Label Text,,N,standard,PS3.6
2200,0003,,CS,1,LabelStyleSelection,Label Style Selection,,N,standard,PS3.6
2200,0004,,LT,1,MediaDisposition,Media Disposition,,N,standard,PS3.6
2200,0005,,LT,1,BarcodeValue,Barcode Value,,N,standard,PS3.6
2200,0006,,CS,1,BarcodeSymbology,Barcode Symbology,,N,standard,PS3.6
2200,0007,,CS,1,AllowMediaSplitting,Allow Media Splitting,,N,standard,PS3.6
2200,0008,,CS,1,IncludeNonDICOMObjects,Include Non-DICOM Objects,,N,standard,PS3.6
2200,0009,,CS,1,IncludeDisplayApplication,Include Display Application,,N,standard,PS3.6
2200,000A,,CS,1,PreserveCompositeInstancesAfterMediaCreation,Preserve Composite Instances After Media Creation,,N,standard,PS3.6
2200,000B,,US,1,TotalNumberOfPiecesOfMediaCreated,Total Number of Pieces of Media Created,,N,standard,PS3.6
2200,000C,,LO,1,RequestedMediaApplicationProfile,Requested Media Application Profile,,N,standard,PS3.6
2200,000D,,SQ,1,ReferencedStorageMediaSequence,Referenced Storage Media Sequence,,N,standard,PS3.6
2200,000E,,AT,1-n,FailureAttributes,Failure Attributes,,N,standard,PS3.6
2200,000F,,CS,1,AllowLossyCompression,Allow Lossy Compression,,N,standard,PS3.6
2200,0020,,CS,1,RequestPriority,Request Priority,,N,standard,PS3.6
3002,0002,,SH,1,RTImageLabel,RT Image Label,,N,standard,PS3.6
3002,0003,,LO,1,RTImageName,RT Image Name,,N,standard,PS3.6
3002,0004,,ST,1,RTImageDescription,RT Image Description,,N,standard,PS3.6
3002,000A,,CS,1,ReportedValuesOrigin,Reported Values Origin,,N,standard,PS3.6
3002,000C,,CS,1,RTImagePlane,RT Image Plane,,N,standard,PS3.6
3002,000D,,DS,3,XRayImageReceptorTranslation,X-Ray Image Receptor Translation,,N,standard,PS3.6
3002,000E,,DS,1,XRayImageReceptorAngle,X-Ray Image Receptor Angle,,N,standard,PS3.6
3002,0010,,DS,6,RTImageOrientation,RT Image Orientation,,N,standard,PS3.6
3002,0011,,DS,2,ImagePlanePixelSpacing,Image Plane Pixel Spacing,,N,standard,PS3.6
3002,0012,,DS,2,RTImagePosition,RT Image Position,,N,standard,PS3.6
3002,0020,,SH,1,RadiationMachineName,Radiation Machine Name,,N,standard,PS3.6
3002,0022,,DS,1,RadiationMachineSAD,Radiation Machine SAD,,N,standard,PS3.6
3002,0024,,DS,1,RadiationMachineSSD,Radiation Machine SSD,,N,standard,PS3.6
3002,0026,,DS,1,RTImageSID,RT Image SID,,N,standard,PS3.6
3002,0028,,DS,1,SourceToReferenceObjectDistance,Source to Reference Object Distance,,N,standard,PS3.6
3002,0029,,IS,1,FractionNumber,Fraction Number,,N,standard,PS3.6
3002,0030,,SQ,1,ExposureSequence,Exposure Sequence,,N,standard,PS3.6
3002,0032,,DS,1,MetersetExposure,Meterset Exposure,,N,standard,PS3.6
3002,0034,,DS,4,DiaphragmPosition,Diaphragm Position,,N,standard,PS3.6
3002,0040,,SQ,1,FluenceMapSequence,Fluence Map Sequence,,N,standard,PS3.6
3002,0041,,CS,1,FluenceDataSource,Fluence Data Source,,N,standard,PS3.6
3002,0042,,DS,1,FluenceDataScale,Fluence Data Scale,,N,standard,PS3.6
3002,0050,,SQ,1,PrimaryFluenceModeSequence,Primary Fluence Mode Sequence,,N,standard,PS3.6
3002,0051,,CS,1,FluenceMode,Fluence Mode,,N,standard,PS3.6
3002,0052,,SH,1,FluenceModeID,Fluence Mode ID,,N,standard,PS3.6
3002,0100,,IS,1,SelectedFrameNumber,Selected Frame Number,,N,standard,PS3.6
3002,0101,,SQ,1,SelectedFrameFunctionalGroupsSequence,Selected Frame Functional Groups Sequence,,N,standard,PS3.6
3002,0102,,SQ,1,RTImageFrameGeneralContentSequence,RT Image Frame General Content Sequence,,N,standard,PS3.6
3002,0103,,SQ,1,RTImageFrameContextSequence,RT Image Frame Context Sequence,,N,standard,PS3.6
3002,0104,,SQ,1,RTImageScopeSequence,RT Image Scope Sequence,,N,standard,PS3.6
3002,0105,,CS,1,BeamModifierCoordinatesPresenceFlag,Beam Modifier Coordinates Presence Flag,,N,standard,PS3.6
3002,0106,,FD,1,StartCumulativeMeterset,Start Cumulative Meterset,,N,standard,PS3.6
3002,0107,,FD,1,StopCumulativeMeterset,Stop Cumulative Meterset,,N,standard,PS3.6
3002,0108,,SQ,1,RTAcquisitionPatientPositionSequence,RT Acquisition Patient Position Sequence,,N,standard,PS3.6
3002,0109,,SQ,1,RTImageFrameImagingDevicePositionSequence,RT Image Frame Imaging Device Position Sequence,,N,standard,PS3.6
3002,010A,,SQ,1,RTImageFramekVRadiationAcquisitionSequence,RT Image Frame kV Radiation Acquisition Sequence,,N,standard,PS3.6
3002,010B,,SQ,1,RTImageFrameMVRadiationAcquisitionSequence,RT Image Frame MV Radiation Acquisition Sequence,,N,standard,PS3.6
3002,010C,,SQ,1,RTImageFrameRadiationAcquisitionSequence,RT Image Frame Radiation Acquisition Sequence,,N,standard,PS3.6
3002,010D,,SQ,1,ImagingSourcePositionSequence,Imaging Source Position Sequence,,N,standard,PS3.6
3002,010E,,SQ,1,ImageReceptorPositionSequence,Image Receptor Position Sequence,,N,standard,PS3.6
3002,010F,,FD,16,DevicePositionToEquipmentMappingMatrix,Device Position to Equipment Mapping Matrix,,N,standard,PS3.6
3002,0110,,SQ,1,DevicePositionParameterSequence,Device Position Parameter Sequence,,N,standard,PS3.6
3002,0111,,CS,1,ImagingSourceLocationSpecificationType,Imaging Source Location Specification Type,,N,standard,PS3.6
3002,0112,,SQ,1,ImagingDeviceLocationMatrixSequence,Imaging Device Location Matrix Sequence,,N,standard,PS3.6
3002,0113,,SQ,1,ImagingDeviceLocationParameterSequence,Imaging Device Location Parameter Sequence,,N,standard,PS3.6
3002,0114,,SQ,1,ImagingApertureSequence,Imaging Aperture Sequence,,N,standard,PS3.6
3002,0115,,CS,1,ImagingApertureSpecificationType,Imaging Aperture Specification Type,,N,standard,PS3.6
3002,0116,,US,1,NumberOfAcquisitionDevices,Number of Acquisition Devices,,N,standard,PS3.6
3002,0117,,SQ,1,AcquisitionDeviceSequence,Acquisition Device Sequence,,N,standard,PS3.6
3002,0118,,SQ,1,AcquisitionTaskSequence,Acquisition Task Sequence,,N,standard,PS3.6
3002,0119,,SQ,1,AcquisitionTaskWorkitemCodeSequence,Acquisition Task Workitem Code Sequence,,N,standard,PS3.6
3002,011A,,SQ,1,AcquisitionSubtaskSequence,Acquisition Subtask Sequence,,N,standard,PS3.6
3002,011B,,SQ,1,SubtaskWorkitemCodeSequence,Subtask Workitem Code Sequence,,N,standard,PS3.6
3002,011C,,US,1,AcquisitionTaskIndex,Acquisition Task Index,,N,standard,PS3.6
3002,011D,,US,1,AcquisitionSubtaskIndex,Acquisition Subtask Index,,N,standard,PS3.6
3002,011E,,SQ,1,ReferencedBaselineParametersRTRadiationInstanceSequence,Referenced Baseline Parameters RT Radiation Instance Sequence,,N,standard,PS3.6
3002,011F,,SQ,1,PositionAcquisitionTemplateIdentificationSequence,Position Acquisition Template Identification Sequence,,N,standard,PS3.6
3002,0120,,ST,1,PositionAcquisitionTemplateID,Position Acquisition Template ID,,N,standard,PS3.6
3002,0121,,LO,1,PositionAcquisitionTemplateName,Position Acquisition Template Name,,N,standard,PS3.6
3002,0122,,SQ,1,PositionAcquisitionTemplateCodeSequence,Position Acquisition Template Code Sequence,,N,standard,PS3.6
3002,0123,,LT,1,PositionAcquisitionTemplateDescription,Position Acquisition Template Description,,N,standard,PS3.6
3002,0124,,SQ,1,AcquisitionTaskApplicabilitySequence,Acquisition Task Applicability Sequence,,N,standard,PS3.6
3002,0125,,SQ,1,ProjectionImagingAcquisitionParameterSequence,Projection Imaging Acquisition Parameter Sequence,,N,standard,PS3.6
3002,0126,,SQ,1,CTImagingAcquisitionParameterSequence,CT Imaging Acquisition Parameter Sequence,,N,standard,PS3.6
3002,0127,,SQ,1,KVImagingGenerationParametersSequence,KV Imaging Generation Parameters Sequence,,N,standard,PS3.6
3002,0128,,SQ,1,MVImagingGenerationParametersSequence,MV Imaging Generation Parameters Sequence,,N,standard,PS3.6
3002,0129,,CS,1,AcquisitionSignalType,Acquisition Signal Type,,N,standard,PS3.6
3002,012A,,CS,1,AcquisitionMethod,Acquisition Method,,N,standard,PS3.6
3002,012B,,SQ,1,ScanStartPositionSequence,Scan Start Position Sequence,,N,standard,PS3.6
3002,012C,,SQ,1,ScanStopPositionSequence,Scan Stop Position Sequence,,N,standard,PS3.6
3002,012D,,FD,1,ImagingSourceToBeamModifierDefinitionPlaneDistance,Imaging Source to Beam Modifier Definition Plane Distance,,N,standard,PS3.6
3002,012E,,CS,1,ScanArcType,Scan Arc Type,,N,standard,PS3.6
3002,012F,,CS,1,DetectorPositioningType,Detector Positioning Type,,N,standard,PS3.6
3002,0130,,SQ,1,AdditionalRTAccessoryDeviceSequence,Additional RT Accessory Device Sequence,,N,standard,PS3.6
3002,0131,,SQ,1,DeviceSpecificAcquisitionParameterSequence,Device-Specific Acquisition Parameter Sequence,,N,standard,PS3.6
3002,0132,,SQ,1,ReferencedPositionReferenceInstanceSequence,Referenced Position Reference Instance Sequence,,N,standard,PS3.6
3002,0133,,SQ,1,EnergyDerivationCodeSequence,Energy Derivation Code Sequence,,N,standard,PS3.6
3002,0134,,FD,1,MaximumCumulativeMetersetExposure,Maximum Cumulative Meterset Exposure,,N,standard,PS3.6
3002,0135,,SQ,1,AcquisitionInitiationSequence,Acquisition Initiation Sequence,,N,standard,PS3.6
3004,0001,,CS,1,DVHType,DVH Type,,N,standard,PS3.6
3004,0002,,CS,1,DoseUnits,Dose Units,,N,standard,PS3.6
3004,0004,,CS,1,DoseType,Dose Type,,N,standard,PS3.6
3004,0005,,CS,1,SpatialTransformOfDose,Spatial Transform of Dose,,N,standard,PS3.6
3004,0006,,LO,1,DoseComment,Dose Comment,,N,standard,PS3.6
3004,0008,,DS,3,NormalizationPoint,Normalization Point,,N,standard,PS3.6
3004,000A,,CS,1,DoseSummationType,Dose Summation Type,,N,standard,PS3.6
3004,000C,,DS,2-n,GridFrameOffsetVector,Grid Frame Offset Vector,,N,standard,PS3.6
3004,000E,,DS,1,DoseGridScaling,Dose Grid Scaling,,N,standard,PS3.6
3004,0010,,SQ,1,RTDoseROISequence,RT Dose ROI Sequence,,Y,standard,PS3.6
3004,0012,,DS,1,DoseValue,Dose Value,,Y,standard,PS3.6
3004,0014,,CS,1-3,TissueHeterogeneityCorrection,Tissue Heterogeneity Correction,,N,standard,PS3.6
3004,0040,,DS,3,DVHNormalizationPoint,DVH Normalization Point,,N,standard,PS3.6
3004,0042,,DS,1,DVHNormalizationDoseValue,DVH Normalization Dose Value,,N,standard,PS3.6
3004,0050,,SQ,1,DVHSequence,DVH Sequence,,N,standard,PS3.6
3004,0052,,DS,1,DVHDoseScaling,DVH Dose Scaling,,N,standard,PS3.6
3004,0054,,CS,1,DVHVolumeUnits,DVH Volume Units,,N,standard,PS3.6
3004,0056,,IS,1,DVHNumberOfBins,DVH Number of Bins,,N,standard,PS3.6
3004,0058,,DS,2-2n,DVHData,DVH Data,,N,standard,PS3.6
3004,0060,,SQ,1,DVHReferencedROISequence,DVH Referenced ROI Sequence,,N,standard,PS3.6
3004,0062,,CS,1,DVHROIContributionType,DVH ROI Contribution Type,,N,standard,PS3.6
3004,0070,,DS,1,DVHMinimumDose,DVH Minimum Dose,,N,standard,PS3.6
3004,0072,,DS,1,DVHMaximumDose,DVH Maximum Dose,,N,standard,PS3.6
3004,0074,,DS,1,DVHMeanDose,DVH Mean Dose,,N,standard,PS3.6
3006,0002,,SH,1,StructureSetLabel,Structure Set Label,,N,standard,PS3.6
3006,0004,,LO,1,StructureSetName,Structure Set Name,,N,standard,PS3.6
3006,0006,,ST,1,StructureSetDescription,Structure Set Description,,N,standard,PS3.6
3006,0008,,DA,1,StructureSetDate,Structure Set Date,,N,standard,PS3.6
3006,0009,,TM,1,StructureSetTime,Structure Set Time,,N,standard,PS3.6
3006,0010,,SQ,1,ReferencedFrameOfReferenceSequence,Referenced Frame of Reference Sequence,,N,standard,PS3.6
